prov_score_id,school_id,school,province_id,province,year,type,min_score
prov_score_114_63_2024_2,114,浙江大学,63,青海,2024,文科,602
prov_score_114_63_2023_1,114,浙江大学,63,青海,2023,理科,619
prov_score_114_63_2023_2,114,浙江大学,63,青海,2023,文科,590
prov_score_114_63_2022_1,114,浙江大学,63,青海,2022,理科,593
prov_score_114_63_2022_2,114,浙江大学,63,青海,2022,文科,583
prov_score_114_64_2024_1,114,浙江大学,64,宁夏,2024,理科,644
prov_score_114_64_2024_2,114,浙江大学,64,宁夏,2024,文科,620
prov_score_114_64_2023_1,114,浙江大学,64,宁夏,2023,理科,621
prov_score_114_64_2023_2,114,浙江大学,64,宁夏,2023,文科,612
prov_score_114_64_2022_1,114,浙江大学,64,宁夏,2022,理科,612
prov_score_114_64_2022_2,114,浙江大学,64,宁夏,2022,文科,598
prov_score_114_65_2024_1,114,浙江大学,65,新疆,2024,理科,640
prov_score_114_65_2024_2,114,浙江大学,65,新疆,2024,文科,589
prov_score_114_65_2023_1,114,浙江大学,65,新疆,2023,理科,644
prov_score_114_65_2023_2,114,浙江大学,65,新疆,2023,文科,600
prov_score_114_65_2022_1,114,浙江大学,65,新疆,2022,理科,622
prov_score_114_65_2022_2,114,浙江大学,65,新疆,2022,文科,571
prov_score_114_15_2024_1,114,浙江大学,15,内蒙古,2024,理科,683
prov_score_114_15_2024_2,114,浙江大学,15,内蒙古,2024,文科,622
prov_score_114_15_2023_1,114,浙江大学,15,内蒙古,2023,理科,659
prov_score_114_15_2023_2,114,浙江大学,15,内蒙古,2023,文科,614
prov_score_114_15_2022_1,114,浙江大学,15,内蒙古,2022,理科,648
prov_score_114_15_2022_2,114,浙江大学,15,内蒙古,2022,文科,606
prov_score_114_22_2023_1,114,浙江大学,22,吉林,2023,理科,655
prov_score_114_22_2023_2,114,浙江大学,22,吉林,2023,文科,591
prov_score_114_22_2022_1,114,浙江大学,22,吉林,2022,理科,649
prov_score_114_22_2022_2,114,浙江大学,22,吉林,2022,文科,591
prov_score_113_11_2024_3,113,南京农业大学,11,北京,2024,综合,585
prov_score_113_11_2023_3,113,南京农业大学,11,北京,2023,综合,584
prov_score_113_11_2022_3,113,南京农业大学,11,北京,2022,综合,568
prov_score_113_12_2024_3,113,南京农业大学,12,天津,2024,综合,605
prov_score_113_12_2023_3,113,南京农业大学,12,天津,2023,综合,610
prov_score_113_12_2022_3,113,南京农业大学,12,天津,2022,综合,624
prov_score_113_13_2024_2074,113,南京农业大学,13,河北,2024,历史类,602
prov_score_113_13_2024_2073,113,南京农业大学,13,河北,2024,物理类,577
prov_score_113_13_2023_2074,113,南京农业大学,13,河北,2023,历史类,581
prov_score_113_13_2023_2073,113,南京农业大学,13,河北,2023,物理类,576
prov_score_113_13_2022_2074,113,南京农业大学,13,河北,2022,历史类,591
prov_score_113_13_2022_2073,113,南京农业大学,13,河北,2022,物理类,569
prov_score_113_14_2024_1,113,南京农业大学,14,山西,2024,理科,574
prov_score_113_14_2024_2,113,南京农业大学,14,山西,2024,文科,558
prov_score_113_14_2023_1,113,南京农业大学,14,山西,2023,理科,550
prov_score_113_14_2023_2,113,南京农业大学,14,山西,2023,文科,529
prov_score_113_14_2022_2,113,南京农业大学,14,山西,2022,文科,546
prov_score_113_14_2022_1,113,南京农业大学,14,山西,2022,理科,541
prov_score_113_21_2024_2073,113,南京农业大学,21,辽宁,2024,物理类,589
prov_score_113_21_2024_2074,113,南京农业大学,21,辽宁,2024,历史类,571
prov_score_113_21_2023_2074,113,南京农业大学,21,辽宁,2023,历史类,572
prov_score_113_21_2023_2073,113,南京农业大学,21,辽宁,2023,物理类,564
prov_score_113_21_2022_2074,113,南京农业大学,21,辽宁,2022,历史类,577
prov_score_113_21_2022_2073,113,南京农业大学,21,辽宁,2022,物理类,576
prov_score_113_23_2024_2074,113,南京农业大学,23,黑龙江,2024,历史类,583
prov_score_113_23_2024_2073,113,南京农业大学,23,黑龙江,2024,物理类,576
prov_score_113_23_2023_1,113,南京农业大学,23,黑龙江,2023,理科,539
prov_score_113_23_2023_2,113,南京农业大学,23,黑龙江,2023,文科,505
prov_score_113_23_2022_2,113,南京农业大学,23,黑龙江,2022,文科,537
prov_score_113_23_2022_1,113,南京农业大学,23,黑龙江,2022,理科,530
prov_score_113_32_2024_2073,113,南京农业大学,32,江苏,2024,物理类,604
prov_score_113_32_2024_2074,113,南京农业大学,32,江苏,2024,历史类,587
prov_score_113_32_2023_2073,113,南京农业大学,32,江苏,2023,物理类,606
prov_score_113_32_2023_2074,113,南京农业大学,32,江苏,2023,历史类,588
prov_score_113_32_2022_2073,113,南京农业大学,32,江苏,2022,物理类,582
prov_score_113_32_2022_2074,113,南京农业大学,32,江苏,2022,历史类,569
prov_score_113_33_2024_3,113,南京农业大学,33,浙江,2024,综合,606
prov_score_113_33_2023_3,113,南京农业大学,33,浙江,2023,综合,633
prov_score_113_33_2022_3,113,南京农业大学,33,浙江,2022,综合,624
prov_score_113_34_2024_2073,113,南京农业大学,34,安徽,2024,物理类,601
prov_score_113_34_2024_2074,113,南京农业大学,34,安徽,2024,历史类,597
prov_score_113_34_2023_1,113,南京农业大学,34,安徽,2023,理科,584
prov_score_113_34_2023_2,113,南京农业大学,34,安徽,2023,文科,574
prov_score_113_34_2022_1,113,南京农业大学,34,安徽,2022,理科,577
prov_score_113_34_2022_2,113,南京农业大学,34,安徽,2022,文科,571
prov_score_113_35_2024_2073,113,南京农业大学,35,福建,2024,物理类,602
prov_score_113_35_2024_2074,113,南京农业大学,35,福建,2024,历史类,568
prov_score_113_35_2023_2073,113,南京农业大学,35,福建,2023,物理类,588
prov_score_113_35_2023_2074,113,南京农业大学,35,福建,2023,历史类,581
prov_score_113_35_2022_2074,113,南京农业大学,35,福建,2022,历史类,582
prov_score_113_35_2022_2073,113,南京农业大学,35,福建,2022,物理类,578
prov_score_113_36_2024_2073,113,南京农业大学,36,江西,2024,物理类,577
prov_score_113_36_2023_1,113,南京农业大学,36,江西,2023,理科,582
prov_score_113_36_2022_1,113,南京农业大学,36,江西,2022,理科,563
prov_score_113_37_2024_3,113,南京农业大学,37,山东,2024,综合,578
prov_score_113_37_2023_3,113,南京农业大学,37,山东,2023,综合,574
prov_score_113_37_2022_3,113,南京农业大学,37,山东,2022,综合,577
prov_score_113_41_2024_1,113,南京农业大学,41,河南,2024,理科,593
prov_score_113_41_2024_2,113,南京农业大学,41,河南,2024,文科,578
prov_score_113_41_2023_2,113,南京农业大学,41,河南,2023,文科,599
prov_score_113_41_2023_1,113,南京农业大学,41,河南,2023,理科,581
prov_score_113_41_2022_2,113,南京农业大学,41,河南,2022,文科,573
prov_score_113_41_2022_1,113,南京农业大学,41,河南,2022,理科,509
prov_score_113_42_2024_2073,113,南京农业大学,42,湖北,2024,物理类,591
prov_score_113_42_2024_2074,113,南京农业大学,42,湖北,2024,历史类,579
prov_score_113_42_2023_2073,113,南京农业大学,42,湖北,2023,物理类,596
prov_score_113_42_2023_2074,113,南京农业大学,42,湖北,2023,历史类,579
prov_score_113_42_2022_2074,113,南京农业大学,42,湖北,2022,历史类,572
prov_score_113_42_2022_2073,113,南京农业大学,42,湖北,2022,物理类,568
prov_score_113_43_2024_2074,113,南京农业大学,43,湖南,2024,历史类,578
prov_score_113_43_2024_2073,113,南京农业大学,43,湖南,2024,物理类,572
prov_score_113_43_2023_2073,113,南京农业大学,43,湖南,2023,物理类,585
prov_score_113_43_2023_2074,113,南京农业大学,43,湖南,2023,历史类,570
prov_score_113_43_2022_2074,113,南京农业大学,43,湖南,2022,历史类,569
prov_score_113_43_2022_2073,113,南京农业大学,43,湖南,2022,物理类,556
prov_score_113_44_2024_2073,113,南京农业大学,44,广东,2024,物理类,578
prov_score_113_44_2024_2074,113,南京农业大学,44,广东,2024,历史类,574
prov_score_113_44_2023_2073,113,南京农业大学,44,广东,2023,物理类,588
prov_score_113_44_2023_2074,113,南京农业大学,44,广东,2023,历史类,580
prov_score_113_44_2022_2073,113,南京农业大学,44,广东,2022,物理类,586
prov_score_113_44_2022_2074,113,南京农业大学,44,广东,2022,历史类,568
prov_score_113_45_2024_2074,113,南京农业大学,45,广西,2024,历史类,578
prov_score_113_45_2024_2073,113,南京农业大学,45,广西,2024,物理类,543
prov_score_113_45_2023_2,113,南京农业大学,45,广西,2023,文科,564
prov_score_113_45_2023_1,113,南京农业大学,45,广西,2023,理科,545
prov_score_113_45_2022_2,113,南京农业大学,45,广西,2022,文科,587
prov_score_113_45_2022_1,113,南京农业大学,45,广西,2022,理科,550
prov_score_113_46_2024_3,113,南京农业大学,46,海南,2024,综合,626
prov_score_113_46_2023_3,113,南京农业大学,46,海南,2023,综合,653
prov_score_113_46_2022_3,113,南京农业大学,46,海南,2022,综合,647
prov_score_113_50_2024_2073,113,南京农业大学,50,重庆,2024,物理类,582
prov_score_113_50_2023_2073,113,南京农业大学,50,重庆,2023,物理类,552
prov_score_113_50_2022_2073,113,南京农业大学,50,重庆,2022,物理类,552
prov_score_113_51_2024_1,113,南京农业大学,51,四川,2024,理科,602
prov_score_113_51_2024_2,113,南京农业大学,51,四川,2024,文科,571
prov_score_113_51_2023_1,113,南京农业大学,51,四川,2023,理科,595
prov_score_113_51_2023_2,113,南京农业大学,51,四川,2023,文科,575
prov_score_113_51_2022_1,113,南京农业大学,51,四川,2022,理科,592
prov_score_113_51_2022_2,113,南京农业大学,51,四川,2022,文科,581
prov_score_113_52_2024_2073,113,南京农业大学,52,贵州,2024,物理类,560
prov_score_113_52_2023_1,113,南京农业大学,52,贵州,2023,理科,540
prov_score_113_52_2022_1,113,南京农业大学,52,贵州,2022,理科,535
prov_score_113_53_2024_2,113,南京农业大学,53,云南,2024,文科,605
prov_score_113_53_2024_1,113,南京农业大学,53,云南,2024,理科,574
prov_score_113_53_2023_2,113,南京农业大学,53,云南,2023,文科,583
prov_score_113_53_2023_1,113,南京农业大学,53,云南,2023,理科,552
prov_score_113_53_2022_2,113,南京农业大学,53,云南,2022,文科,620
prov_score_113_53_2022_1,113,南京农业大学,53,云南,2022,理科,576
prov_score_113_61_2024_1,113,南京农业大学,61,陕西,2024,理科,556
prov_score_113_61_2024_2,113,南京农业大学,61,陕西,2024,文科,543
prov_score_113_61_2023_2,113,南京农业大学,61,陕西,2023,文科,536
prov_score_113_61_2023_1,113,南京农业大学,61,陕西,2023,理科,524
prov_score_113_61_2022_2,113,南京农业大学,61,陕西,2022,文科,544
prov_score_113_61_2022_1,113,南京农业大学,61,陕西,2022,理科,528
prov_score_113_62_2024_2073,113,南京农业大学,62,甘肃,2024,物理类,543
prov_score_113_62_2023_1,113,南京农业大学,62,甘肃,2023,理科,505
prov_score_113_62_2022_1,113,南京农业大学,62,甘肃,2022,理科,509
prov_score_113_63_2024_1,113,南京农业大学,63,青海,2024,理科,443
prov_score_113_63_2023_1,113,南京农业大学,63,青海,2023,理科,331
prov_score_113_63_2022_1,113,南京农业大学,63,青海,2022,理科,444
prov_score_113_64_2024_1,113,南京农业大学,64,宁夏,2024,理科,492
prov_score_113_64_2023_1,113,南京农业大学,64,宁夏,2023,理科,401
prov_score_113_64_2022_1,113,南京农业大学,64,宁夏,2022,理科,476
prov_score_113_65_2024_2,113,南京农业大学,65,新疆,2024,文科,496
prov_score_113_65_2024_1,113,南京农业大学,65,新疆,2024,理科,481
prov_score_113_65_2023_2,113,南京农业大学,65,新疆,2023,文科,506
prov_score_113_65_2023_1,113,南京农业大学,65,新疆,2023,理科,470
prov_score_113_65_2022_2,113,南京农业大学,65,新疆,2022,文科,502
prov_score_113_65_2022_1,113,南京农业大学,65,新疆,2022,理科,472
prov_score_113_31_2024_3,113,南京农业大学,31,上海,2024,综合,528
prov_score_113_31_2023_3,113,南京农业大学,31,上海,2023,综合,529
prov_score_113_31_2022_3,113,南京农业大学,31,上海,2022,综合,527
prov_score_113_15_2023_1,113,南京农业大学,15,内蒙古,2023,理科,514
prov_score_113_15_2022_1,113,南京农业大学,15,内蒙古,2022,理科,520
prov_score_113_22_2023_1,113,南京农业大学,22,吉林,2023,理科,464
prov_score_113_22_2022_1,113,南京农业大学,22,吉林,2022,理科,531
prov_score_112_11_2024_3,112,南京理工大学,11,北京,2024,综合,613
prov_score_112_11_2023_3,112,南京理工大学,11,北京,2023,综合,607
prov_score_112_11_2022_3,112,南京理工大学,11,北京,2022,综合,602
prov_score_112_12_2024_3,112,南京理工大学,12,天津,2024,综合,624
prov_score_112_12_2023_3,112,南京理工大学,12,天津,2023,综合,635
prov_score_112_12_2022_3,112,南京理工大学,12,天津,2022,综合,641
prov_score_112_13_2024_2073,112,南京理工大学,13,河北,2024,物理类,617
prov_score_112_13_2024_2074,112,南京理工大学,13,河北,2024,历史类,613
prov_score_112_13_2023_2073,112,南京理工大学,13,河北,2023,物理类,618
prov_score_112_13_2022_2073,112,南京理工大学,13,河北,2022,物理类,601
prov_score_112_14_2024_1,112,南京理工大学,14,山西,2024,理科,599
prov_score_112_14_2024_2,112,南京理工大学,14,山西,2024,文科,544
prov_score_112_14_2023_1,112,南京理工大学,14,山西,2023,理科,589
prov_score_112_14_2023_2,112,南京理工大学,14,山西,2023,文科,539
prov_score_112_14_2022_1,112,南京理工大学,14,山西,2022,理科,577
prov_score_112_14_2022_2,112,南京理工大学,14,山西,2022,文科,553
prov_score_112_21_2024_2073,112,南京理工大学,21,辽宁,2024,物理类,627
prov_score_112_21_2023_2073,112,南京理工大学,21,辽宁,2023,物理类,610
prov_score_112_21_2022_2073,112,南京理工大学,21,辽宁,2022,物理类,604
prov_score_112_23_2024_2073,112,南京理工大学,23,黑龙江,2024,物理类,609
prov_score_112_23_2024_2074,112,南京理工大学,23,黑龙江,2024,历史类,591
prov_score_112_23_2023_1,112,南京理工大学,23,黑龙江,2023,理科,574
prov_score_112_23_2023_2,112,南京理工大学,23,黑龙江,2023,文科,503
prov_score_112_23_2022_1,112,南京理工大学,23,黑龙江,2022,理科,558
prov_score_112_23_2022_2,112,南京理工大学,23,黑龙江,2022,文科,533
prov_score_112_32_2024_2073,112,南京理工大学,32,江苏,2024,物理类,627
prov_score_112_32_2024_2074,112,南京理工大学,32,江苏,2024,历史类,602
prov_score_112_32_2023_2073,112,南京理工大学,32,江苏,2023,物理类,631
prov_score_112_32_2023_2074,112,南京理工大学,32,江苏,2023,历史类,601
prov_score_112_32_2022_2073,112,南京理工大学,32,江苏,2022,物理类,598
prov_score_112_32_2022_2074,112,南京理工大学,32,江苏,2022,历史类,577
prov_score_112_33_2024_3,112,南京理工大学,33,浙江,2024,综合,634
prov_score_112_33_2023_3,112,南京理工大学,33,浙江,2023,综合,643
prov_score_112_33_2022_3,112,南京理工大学,33,浙江,2022,综合,634
prov_score_112_34_2024_2073,112,南京理工大学,34,安徽,2024,物理类,629
prov_score_112_34_2024_2074,112,南京理工大学,34,安徽,2024,历史类,608
prov_score_112_34_2023_1,112,南京理工大学,34,安徽,2023,理科,625
prov_score_112_34_2023_2,112,南京理工大学,34,安徽,2023,文科,576
prov_score_112_34_2022_1,112,南京理工大学,34,安徽,2022,理科,611
prov_score_112_34_2022_2,112,南京理工大学,34,安徽,2022,文科,578
prov_score_112_35_2024_2073,112,南京理工大学,35,福建,2024,物理类,625
prov_score_112_35_2024_2074,112,南京理工大学,35,福建,2024,历史类,571
prov_score_112_35_2023_2073,112,南京理工大学,35,福建,2023,物理类,615
prov_score_112_35_2023_2074,112,南京理工大学,35,福建,2023,历史类,582
prov_score_112_35_2022_2073,112,南京理工大学,35,福建,2022,物理类,603
prov_score_112_35_2022_2074,112,南京理工大学,35,福建,2022,历史类,582
prov_score_112_36_2024_2073,112,南京理工大学,36,江西,2024,物理类,605
prov_score_112_36_2024_2074,112,南京理工大学,36,江西,2024,历史类,594
prov_score_112_36_2023_1,112,南京理工大学,36,江西,2023,理科,612
prov_score_112_36_2023_2,112,南京理工大学,36,江西,2023,文科,591
prov_score_112_36_2022_1,112,南京理工大学,36,江西,2022,理科,592
prov_score_112_36_2022_2,112,南京理工大学,36,江西,2022,文科,577
prov_score_112_37_2024_3,112,南京理工大学,37,山东,2024,综合,596
prov_score_112_37_2023_3,112,南京理工大学,37,山东,2023,综合,608
prov_score_112_37_2022_3,112,南京理工大学,37,山东,2022,综合,595
prov_score_112_41_2024_1,112,南京理工大学,41,河南,2024,理科,621
prov_score_112_41_2023_1,112,南京理工大学,41,河南,2023,理科,624
prov_score_112_41_2022_1,112,南京理工大学,41,河南,2022,理科,610
prov_score_112_42_2024_2073,112,南京理工大学,42,湖北,2024,物理类,611
prov_score_112_42_2023_2073,112,南京理工大学,42,湖北,2023,物理类,616
prov_score_112_42_2022_2073,112,南京理工大学,42,湖北,2022,物理类,584
prov_score_112_43_2024_2073,112,南京理工大学,43,湖南,2024,物理类,599
prov_score_112_43_2023_2073,112,南京理工大学,43,湖南,2023,物理类,613
prov_score_112_43_2022_2073,112,南京理工大学,43,湖南,2022,物理类,587
prov_score_112_44_2024_2073,112,南京理工大学,44,广东,2024,物理类,606
prov_score_112_44_2024_2074,112,南京理工大学,44,广东,2024,历史类,575
prov_score_112_44_2023_2073,112,南京理工大学,44,广东,2023,物理类,617
prov_score_112_44_2022_2073,112,南京理工大学,44,广东,2022,物理类,609
prov_score_112_45_2024_2073,112,南京理工大学,45,广西,2024,物理类,588
prov_score_112_45_2024_2074,112,南京理工大学,45,广西,2024,历史类,582
prov_score_112_45_2023_1,112,南京理工大学,45,广西,2023,理科,583
prov_score_112_45_2023_2,112,南京理工大学,45,广西,2023,文科,575
prov_score_112_45_2022_1,112,南京理工大学,45,广西,2022,理科,583
prov_score_112_46_2024_3,112,南京理工大学,46,海南,2024,综合,677
prov_score_112_46_2023_3,112,南京理工大学,46,海南,2023,综合,678
prov_score_112_46_2022_3,112,南京理工大学,46,海南,2022,综合,672
prov_score_112_50_2024_2073,112,南京理工大学,50,重庆,2024,物理类,599
prov_score_112_50_2023_2073,112,南京理工大学,50,重庆,2023,物理类,580
prov_score_112_50_2022_2073,112,南京理工大学,50,重庆,2022,物理类,584
prov_score_112_51_2024_1,112,南京理工大学,51,四川,2024,理科,629
prov_score_112_51_2024_2,112,南京理工大学,51,四川,2024,文科,575
prov_score_112_51_2023_1,112,南京理工大学,51,四川,2023,理科,630
prov_score_112_51_2023_2,112,南京理工大学,51,四川,2023,文科,574
prov_score_112_51_2022_1,112,南京理工大学,51,四川,2022,理科,619
prov_score_112_51_2022_2,112,南京理工大学,51,四川,2022,文科,582
prov_score_112_52_2024_2073,112,南京理工大学,52,贵州,2024,物理类,615
prov_score_112_52_2023_1,112,南京理工大学,52,贵州,2023,理科,591
prov_score_112_52_2022_1,112,南京理工大学,52,贵州,2022,理科,571
prov_score_112_53_2024_1,112,南京理工大学,53,云南,2024,理科,618
prov_score_112_53_2023_1,112,南京理工大学,53,云南,2023,理科,607
prov_score_112_53_2022_1,112,南京理工大学,53,云南,2022,理科,612
prov_score_112_61_2024_1,112,南京理工大学,61,陕西,2024,理科,611
prov_score_112_61_2024_2,112,南京理工大学,61,陕西,2024,文科,548
prov_score_112_61_2023_1,112,南京理工大学,61,陕西,2023,理科,590
prov_score_112_61_2023_2,112,南京理工大学,61,陕西,2023,文科,546
prov_score_112_61_2022_1,112,南京理工大学,61,陕西,2022,理科,579
prov_score_112_61_2022_2,112,南京理工大学,61,陕西,2022,文科,549
prov_score_112_62_2024_2073,112,南京理工大学,62,甘肃,2024,物理类,584
prov_score_112_62_2023_1,112,南京理工大学,62,甘肃,2023,理科,554
prov_score_112_62_2022_1,112,南京理工大学,62,甘肃,2022,理科,544
prov_score_112_63_2024_1,112,南京理工大学,63,青海,2024,理科,496
prov_score_112_63_2023_1,112,南京理工大学,63,青海,2023,理科,461
prov_score_112_63_2022_1,112,南京理工大学,63,青海,2022,理科,471
prov_score_112_64_2024_1,112,南京理工大学,64,宁夏,2024,理科,541
prov_score_112_64_2023_1,112,南京理工大学,64,宁夏,2023,理科,506
prov_score_112_64_2022_1,112,南京理工大学,64,宁夏,2022,理科,523
prov_score_112_65_2024_1,112,南京理工大学,65,新疆,2024,理科,523
prov_score_112_65_2023_1,112,南京理工大学,65,新疆,2023,理科,536
prov_score_112_65_2022_1,112,南京理工大学,65,新疆,2022,理科,526
prov_score_112_31_2024_3,112,南京理工大学,31,上海,2024,综合,550
prov_score_112_31_2023_3,112,南京理工大学,31,上海,2023,综合,555
prov_score_112_31_2022_3,112,南京理工大学,31,上海,2022,综合,548
prov_score_112_22_2024_2073,112,南京理工大学,22,吉林,2024,物理类,602
prov_score_112_22_2024_2074,112,南京理工大学,22,吉林,2024,历史类,580
prov_score_112_22_2023_1,112,南京理工大学,22,吉林,2023,理科,555
prov_score_112_22_2023_2,112,南京理工大学,22,吉林,2023,文科,518
prov_score_112_22_2022_1,112,南京理工大学,22,吉林,2022,理科,553
prov_score_112_15_2023_1,112,南京理工大学,15,内蒙古,2023,理科,551
prov_score_112_15_2022_1,112,南京理工大学,15,内蒙古,2022,理科,519
prov_score_111_11_2024_3,111,南京大学,11,北京,2024,综合,665
prov_score_111_11_2023_3,111,南京大学,11,北京,2023,综合,663
prov_score_111_11_2022_3,111,南京大学,11,北京,2022,综合,671
prov_score_111_12_2024_3,111,南京大学,12,天津,2024,综合,674
prov_score_111_12_2022_3,111,南京大学,12,天津,2022,综合,685
prov_score_111_13_2024_2073,111,南京大学,13,河北,2024,物理类,663
prov_score_111_13_2024_2074,111,南京大学,13,河北,2024,历史类,655
prov_score_111_13_2023_2073,111,南京大学,13,河北,2023,物理类,668
prov_score_111_13_2023_2074,111,南京大学,13,河北,2023,历史类,651
prov_score_111_13_2022_2073,111,南京大学,13,河北,2022,物理类,653
prov_score_111_13_2022_2074,111,南京大学,13,河北,2022,历史类,640
prov_score_111_14_2024_1,111,南京大学,14,山西,2024,理科,668
prov_score_111_14_2024_2,111,南京大学,14,山西,2024,文科,624
prov_score_111_14_2023_1,111,南京大学,14,山西,2023,理科,653
prov_score_111_14_2023_2,111,南京大学,14,山西,2023,文科,601
prov_score_111_14_2022_1,111,南京大学,14,山西,2022,理科,639
prov_score_111_14_2022_2,111,南京大学,14,山西,2022,文科,604
prov_score_111_15_2024_1,111,南京大学,15,内蒙古,2024,理科,676
prov_score_111_15_2024_2,111,南京大学,15,内蒙古,2024,文科,618
prov_score_111_15_2023_1,111,南京大学,15,内蒙古,2023,理科,653
prov_score_111_15_2023_2,111,南京大学,15,内蒙古,2023,文科,613
prov_score_111_15_2022_1,111,南京大学,15,内蒙古,2022,理科,642
prov_score_111_15_2022_2,111,南京大学,15,内蒙古,2022,文科,605
prov_score_111_21_2024_2073,111,南京大学,21,辽宁,2024,物理类,681
prov_score_111_21_2024_2074,111,南京大学,21,辽宁,2024,历史类,655
prov_score_111_21_2023_2073,111,南京大学,21,辽宁,2023,物理类,680
prov_score_111_21_2023_2074,111,南京大学,21,辽宁,2023,历史类,646
prov_score_111_21_2022_2073,111,南京大学,21,辽宁,2022,物理类,663
prov_score_111_21_2022_2074,111,南京大学,21,辽宁,2022,历史类,639
prov_score_111_23_2024_2073,111,南京大学,23,黑龙江,2024,物理类,683
prov_score_111_23_2024_2074,111,南京大学,23,黑龙江,2024,历史类,656
prov_score_111_23_2023_1,111,南京大学,23,黑龙江,2023,理科,643
prov_score_111_23_2023_2,111,南京大学,23,黑龙江,2023,文科,583
prov_score_111_23_2022_1,111,南京大学,23,黑龙江,2022,理科,640
prov_score_111_23_2022_2,111,南京大学,23,黑龙江,2022,文科,604
prov_score_111_32_2024_2073,111,南京大学,32,江苏,2024,物理类,656
prov_score_111_32_2024_2074,111,南京大学,32,江苏,2024,历史类,634
prov_score_111_32_2023_2073,111,南京大学,32,江苏,2023,物理类,659
prov_score_111_32_2023_2074,111,南京大学,32,江苏,2023,历史类,636
prov_score_111_32_2022_2073,111,南京大学,32,江苏,2022,物理类,635
prov_score_111_32_2022_2074,111,南京大学,32,江苏,2022,历史类,608
prov_score_111_33_2024_3,111,南京大学,33,浙江,2024,综合,678
prov_score_111_33_2023_3,111,南京大学,33,浙江,2023,综合,677
prov_score_111_33_2022_3,111,南京大学,33,浙江,2022,综合,668
prov_score_111_34_2024_2073,111,南京大学,34,安徽,2024,物理类,671
prov_score_111_34_2024_2074,111,南京大学,34,安徽,2024,历史类,649
prov_score_111_34_2023_1,111,南京大学,34,安徽,2023,理科,668
prov_score_111_34_2023_2,111,南京大学,34,安徽,2023,文科,630
prov_score_111_34_2022_1,111,南京大学,34,安徽,2022,理科,660
prov_score_111_34_2022_2,111,南京大学,34,安徽,2022,文科,618
prov_score_111_35_2024_2073,111,南京大学,35,福建,2024,物理类,666
prov_score_111_35_2024_2074,111,南京大学,35,福建,2024,历史类,635
prov_score_111_35_2023_2073,111,南京大学,35,福建,2023,物理类,663
prov_score_111_35_2023_2074,111,南京大学,35,福建,2023,历史类,647
prov_score_111_35_2022_2073,111,南京大学,35,福建,2022,物理类,659
prov_score_111_35_2022_2074,111,南京大学,35,福建,2022,历史类,633
prov_score_111_36_2024_2073,111,南京大学,36,江西,2024,物理类,651
prov_score_111_36_2024_2074,111,南京大学,36,江西,2024,历史类,638
prov_score_111_36_2023_1,111,南京大学,36,江西,2023,理科,664
prov_score_111_36_2023_2,111,南京大学,36,江西,2023,文科,639
prov_score_111_36_2022_1,111,南京大学,36,江西,2022,理科,643
prov_score_111_36_2022_2,111,南京大学,36,江西,2022,文科,621
prov_score_111_37_2024_3,111,南京大学,37,山东,2024,综合,662
prov_score_111_37_2023_3,111,南京大学,37,山东,2023,综合,668
prov_score_111_37_2022_3,111,南京大学,37,山东,2022,综合,651
prov_score_111_41_2024_1,111,南京大学,41,河南,2024,理科,675
prov_score_111_41_2024_2,111,南京大学,41,河南,2024,文科,636
prov_score_111_41_2023_1,111,南京大学,41,河南,2023,理科,673
prov_score_111_41_2023_2,111,南京大学,41,河南,2023,文科,658
prov_score_111_41_2022_1,111,南京大学,41,河南,2022,理科,657
prov_score_111_41_2022_2,111,南京大学,41,河南,2022,文科,626
prov_score_111_42_2024_2073,111,南京大学,42,湖北,2024,物理类,663
prov_score_111_42_2024_2074,111,南京大学,42,湖北,2024,历史类,637
prov_score_111_42_2023_2073,111,南京大学,42,湖北,2023,物理类,665
prov_score_111_42_2023_2074,111,南京大学,42,湖北,2023,历史类,638
prov_score_111_42_2022_2073,111,南京大学,42,湖北,2022,物理类,643
prov_score_111_42_2022_2074,111,南京大学,42,湖北,2022,历史类,628
prov_score_111_43_2024_2073,111,南京大学,43,湖南,2024,物理类,663
prov_score_111_43_2024_2074,111,南京大学,43,湖南,2024,历史类,634
prov_score_111_43_2023_2073,111,南京大学,43,湖南,2023,物理类,667
prov_score_111_43_2023_2074,111,南京大学,43,湖南,2023,历史类,642
prov_score_111_43_2022_2073,111,南京大学,43,湖南,2022,物理类,638
prov_score_111_43_2022_2074,111,南京大学,43,湖南,2022,历史类,621
prov_score_111_44_2024_2073,111,南京大学,44,广东,2024,物理类,659
prov_score_111_44_2024_2074,111,南京大学,44,广东,2024,历史类,639
prov_score_111_44_2023_2073,111,南京大学,44,广东,2023,物理类,667
prov_score_111_44_2023_2074,111,南京大学,44,广东,2023,历史类,650
prov_score_111_44_2022_2073,111,南京大学,44,广东,2022,物理类,664
prov_score_111_44_2022_2074,111,南京大学,44,广东,2022,历史类,625
prov_score_111_45_2024_2073,111,南京大学,45,广西,2024,物理类,662
prov_score_111_45_2024_2074,111,南京大学,45,广西,2024,历史类,651
prov_score_111_45_2023_1,111,南京大学,45,广西,2023,理科,668
prov_score_111_45_2023_2,111,南京大学,45,广西,2023,文科,650
prov_score_111_45_2022_1,111,南京大学,45,广西,2022,理科,656
prov_score_111_45_2022_2,111,南京大学,45,广西,2022,文科,649
